blizzardId;monture;source;extension;patch;Difficulty;statutLocalisation;Mots clés;nombreCandidates;primaryLocationRef;cheminRetenu;candidateRefs;cheminsCandidates
1556;Tisse-Rêves enchevêtré;Promotion Blizzard;shadowlands;9.2.5;;no_candidate;;0;;;;
1563;Drake des hautes-terres;à définir;à définir;à définir;;no_candidate;;0;;;;
1564;Rat de l’Antre lacère-âme colossal;à définir;à définir;à définir;;no_candidate;;0;;;;
1565;Rat de l’Antre peau-ombreuse colossal;à définir;à définir;à définir;;no_candidate;;0;;;;
1566;Rat de l’Antre griffe-d’ébène colossal;à définir;à définir;à définir;;no_candidate;;0;;;;
1568;Foule-ruines sancteforge;Divers;shadowlands;9.1.5;;no_candidate;;0;;;;
1569;Bufonidé patient;Quête;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1570;Prototype de bondisseur;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1571;Bufonidé brun-roux;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1572;Mangeur d’âmes du gladiateur cosmique;PvP coté;shadowlands;9.2;;no_candidate;;0;;;;
1573;Serpent-nuage magenta;Comptoir;dragonflight;10.0.7;;no_candidate;;0;;;;
1574;Clampant craquelé;Comptoir;dragonflight;10.1.5;;no_candidate;;0;;;;
1575;Piailleur;Comptoir;dragonflight;10.1;;no_candidate;;0;;;;
1576;Tremblote senior;Haut-fait;shadowlands;9.2.5;;no_candidate;;0;;;;
1577;Ash’adar, messager de l’aube;Comptoir;dragonflight;10.0.5;;no_candidate;;0;;;;
1578;;à définir;à définir;à définir;;no_candidate;;0;;;;
1579;Raie des vagues traque-corail;à définir;à définir;à définir;;no_candidate;;0;;;;
1580;Lupin féal;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1581;Grand wyrm gorgé de Néant;Boutique;shadowlands;9.2.5;;no_candidate;;0;;;;
1582;Tortue verte de bataille sauvage;Comptoir;dragonflight;10.0.7;;no_candidate;;0;;;;
1583;Kodo de siège cuirassé;Boutique;dragonflight;10.1.5;;no_candidate;;0;;;;
1584;Rat de l’Antre crache-peste colossal;à définir;à définir;à définir;;no_candidate;;0;;;;
1585;Rat de l’Antre spectre-lié colossal;à définir;à définir;à définir;;no_candidate;;0;;;;
1586;Pterreurdactyle doré cuirassé;Comptoir;dragonflight;10.0.5;;no_candidate;;0;;;;
1587;Surveillant de Zereth;à définir;à définir;à définir;;no_candidate;;0;;;;
1588;Glissedrake méandrique;à définir;à définir;à définir;;no_candidate;;0;;;;
1589;Proto-drake renouvelé;à définir;à définir;à définir;;no_candidate;;0;;;;
1590;Vélocidrake vogue-vents;à définir;à définir;à définir;;no_candidate;;0;;;;
1591;Drake-sauvage des falaises;à définir;à définir;à définir;;no_candidate;;0;;;;
1594;Jade, présage de bonheur;Boutique;dragonflight;10.0;;no_candidate;;0;;;;
1595;Bondisseuse des marais céruléenne;Comptoir;dragonflight;10.0.5;;no_candidate;;0;;;;
1596;Amalgame de rage;Promotion Blizzard;dragonflight;10.0;;no_candidate;;0;;;;
1597;Hurlemors;à définir;à définir;à définir;;no_candidate;;0;;;;
1599;Mangeur d’âmes du gladiateur éternel ou de la gladiatrice éternelle;à définir;à définir;à définir;;no_candidate;;0;;;;
1600;Faucon-pérégrin émeraude insaisissable;Quête;shadowlands;9.2.5;;no_candidate;;0;;;;
1602;Planeur côtier rohart;Retiré;shadowlands;9.2.5;;no_candidate;;0;;;;
1603;Magmammouth souterrain;Vendeur;dragonflight;10.1;;auto_assigned_unique_candidate;;1;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek
1605;;à définir;à définir;à définir;;no_candidate;;0;;;;
1607;Drake spectral rapide;à définir;à définir;à définir;;no_candidate;;0;;;;
1612;Magmammouth loyal;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13644;Azeroth > Îles aux Dragons > Rivages de l’Éveil;wowhead-zone:13644;Azeroth > Îles aux Dragons > Rivages de l’Éveil
1614;Bruffalon touché par la tempête;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1615;Libellonne apprivoisée;Réputation;dragonflight;10.0;;no_candidate;;0;;;;
1616;Libellonne d’azur;Réputation;dragonflight;10.0;;no_candidate;;0;;;;
1617;Libellonne verdoyante;Butin;dragonflight;10.0;;no_candidate;;0;;;;
1618;Frôle-sable conféré;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1619;Dracamandre antique;Butin;dragonflight;10.0.7;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1621;Dracamandre écalorail;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1622;Dracamandre cuir-tempête;Vendeur;dragonflight;10.0;;no_candidate;;0;;;;
1623;Roussesillon;Butin;dragonflight;10.1;;auto_assigned_unique_candidate;;1;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek
1626;Coquillack;Haut-fait;dragonflight;10.0;;no_candidate;;0;;;;
1627;Gastéromentaire baveux;Butin;dragonflight;10.0.7;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1629;Escarmonde pugnace;à définir;à définir;à définir;;no_candidate;;0;;;;
1633;Mammouth fouisseur conféré;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1634;Mammouth moussu;à définir;à définir;à définir;;no_candidate;;0;;;;
1635;Porteur marche-plaine;Butin;dragonflight;10.0;;no_candidate;;0;;;;
1638;Peau-roche de bât d’explorateur;Vendeur;dragonflight;10.2.5;;no_candidate;;0;;;;
1639;Lizi, piétineuse échine-de-tonnerre;à définir;à définir;à définir;;no_candidate;;0;;;;
1644;Magmammouth déchaîné;Haut-fait;dragonflight;10.0;;no_candidate;;0;;;;
1645;Magmammouth reconstitué;Butin;dragonflight;10.1.7;;no_candidate;;0;;;;
1651;Loutrèke d’avant-garde conférée;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1653;Loutrèke de guerre brune;Réputation;dragonflight;10.0;;no_candidate;;0;;;;
1654;Loutrèke porteuse de loutremonde;Haut-fait;dragonflight;10.0;;no_candidate;;0;;;;
1655;Loutrèke de guerre jaune;Réputation;dragonflight;10.0;;no_candidate;;0;;;;
1656;Loutro;Quête;dragonflight;10.0;;no_candidate;;0;;;;
1657;Loutrèke éclaireuse brune;Réputation;dragonflight;10.0;;no_candidate;;0;;;;
1658;Loutrèke de marchand ivoire;Vendeur;dragonflight;10.0;;no_candidate;;0;;;;
1659;Loutrèke éclaireuse jaune;Réputation;dragonflight;10.0;;no_candidate;;0;;;;
1660;Drake du gladiateur écarlate;PvP coté;dragonflight;10.0;;no_candidate;;0;;;;
1662;Télix le Cornetonnerre;Retiré;dragonflight;10.0;;no_candidate;;0;;;;
1664;Vorquin gardien;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1665;Vorquin rapide cuirassé;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1667;Vorquin marche-ligne cuirassé;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1668;Vorquin majestueux cuirassé;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1669;Guetteur ohuna conféré;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1671;Ohuna crépuscaile;Vendeur;dragonflight;10.1.7;;no_candidate;;0;;;;
1672;Jeune zenet;Butin;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13645;Azeroth > Îles aux Dragons > Plaines d’Ohn’ahra;wowhead-zone:13645;Azeroth > Îles aux Dragons > Plaines d’Ohn’ahra
1674;Griffe-du-ciel caractérielle;Secret;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13646;Azeroth > Îles aux Dragons > Travée d’Azur;wowhead-zone:13646;Azeroth > Îles aux Dragons > Travée d’Azur
1679;Proto-wyrm couvegrive;à définir;à définir;à définir;;no_candidate;;0;;;;
1681;Armoredon tempeste-grêle;Haut-fait;dragonflight;10.0;;no_candidate;;0;;;;
1683;Vorquin écarlate;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1684;Vorquin de saphir;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1685;Vorquin de bronze;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1686;Vorquin d’obsidienne;Vendeur;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1688;Dent de sabre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1689;Dent de sabre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1690;Dragonnet;à définir;à définir;à définir;;no_candidate;;0;;;;
1692;Siluridé merveilleux;Boutique;dragonflight;10.1;;no_candidate;;0;;;;
1698;Déchiqueteur lance-roquettes 9001;à définir;à définir;à définir;;no_candidate;;0;;;;
1699;Bête lunaire resplendissante;Boutique;dragonflight;10.1.7;;no_candidate;;0;;;;
1725;Armoredon ardent;Haut-fait;dragonflight;10.1;;no_candidate;;0;;;;
1727;Visage de Tarecgosa;à définir;à définir;à définir;;no_candidate;;0;;;;
1729;Gliss, le roi de la glisse;à définir;à définir;à définir;;no_candidate;;0;;;;
1730;Aile-de-schiste ignée;Vendeur;dragonflight;10.1;;auto_assigned_unique_candidate;;1;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek
1732;Aile-de-schiste de cobalt;Butin;dragonflight;10.1;;auto_assigned_unique_candidate;;1;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek
1733;Aile-de-schiste incandescent;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1734;Aile-de-schiste ombreflamme;Haut-fait;dragonflight;10.1;;no_candidate;;0;;;;
1735;Aile-de-schiste cataloguée;à définir;à définir;à définir;;no_candidate;;0;;;;
1736;Porte-roche;Vendeur;dragonflight;10.1;;auto_assigned_unique_candidate;;1;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek
1737;Aile-de-schiste sablonneuse;Vendeur;dragonflight;10.1.7;;no_candidate;;0;;;;
1738;Museau;Vendeur;dragonflight;10.1;;auto_assigned_unique_candidate;;1;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek;wowhead-zone:14022;Azeroth > Îles aux Dragons > Grotte de Zaralek
1739;Glissedrake du gladiateur d’obsidienne;PvP coté;dragonflight;10.1;;no_candidate;;0;;;;
1740;Escargot de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1741;Escargot de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1742;Scorpion gangrecristal;Comptoir;dragonflight;10.1;;no_candidate;;0;;;;
1744;Drake de l’Aile-du-Néant cavernicole;à définir;à définir;à définir;;no_candidate;;0;;;;
1771;Drake des hautes-terres;à définir;à définir;à définir;;no_candidate;;0;;;;
1772;Pterreurdactyle écarlate;Quête;dragonflight;10.1.5;;auto_assigned_unique_candidate;;1;wowhead-zone:8670;Azeroth > Zandalar > Zuldazar > Dazar’alor;wowhead-zone:8670;Azeroth > Zandalar > Zuldazar > Dazar’alor
1773;Griffon du port;Quête;dragonflight;10.1.5;;auto_assigned_unique_candidate;;1;wowhead-zone:8568;Azeroth > Kul Tiras > Rade de Tiragarde > Boralus;wowhead-zone:8568;Azeroth > Kul Tiras > Rade de Tiragarde > Boralus
1774;Bravoure;Secret;dragonflight;10.1.5;;no_candidate;;0;;;;
1776;Loup de guerre blanc;Vendeur;dragonflight;10.1.5;;no_candidate;;0;;;;
1777;Griffon noir vorace;Vendeur;dragonflight;10.1.5;;no_candidate;;0;;;;
1778;Albatros à palmes dorées;Vendeur;dragonflight;10.1.5;;no_candidate;;0;;;;
1779;Dragon gangrorage;Vendeur;dragonflight;10.1.5;;no_candidate;;0;;;;
1781;Chien de soufre;Vendeur;dragonflight;10.1.5;;no_candidate;;0;;;;
1782;Mastodonte perfectionné;Vendeur;dragonflight;10.1.5;;no_candidate;;0;;;;
1783;Vainqueur lié au Fléau;Vendeur;dragonflight;10.1.5;;no_candidate;;0;;;;
1784;Faux-bourdon royal;Comptoir;dragonflight;10.1;;no_candidate;;0;;;;
1785;Sabot-fourchu ancestral;Comptoir;dragonflight;10.1.5;;no_candidate;;0;;;;
1786;Proto-drake renouvelé;à définir;à définir;à définir;;no_candidate;;0;;;;
1787;Vélocidrake vogue-vents;à définir;à définir;à définir;;no_candidate;;0;;;;
1788;Drake-sauvage des falaises;à définir;à définir;à définir;;no_candidate;;0;;;;
1789;Glissedrake méandrique;à définir;à définir;à définir;;no_candidate;;0;;;;
1792;Chevaucheur de tempête algarien;Promotion Blizzard;dragonflight;10.1.7;;no_candidate;;0;;;;
1794;Pattie;à définir;à définir;à définir;;no_candidate;;0;;;;
1795;Wyrm arborescent de bon augure;Boutique;dragonflight;10.2;;no_candidate;;0;;;;
1796;Jeune Dragonnet;à définir;à définir;à définir;;no_candidate;;0;;;;
1797;Grrloc gigantissime;Boutique;dragonflight;10.1.7;;no_candidate;;0;;;;
1798;Glacemonde azur;Butin;dragonflight;10.2;;no_candidate;;0;;;;
1799;Chevaucheur terrifiant de la veillée;Boutique;dragonflight;10.1.7;;no_candidate;;0;;;;
1801;Armoredon verdoyant;Haut-fait;dragonflight;10.2;;no_candidate;;0;;;;
1808;Cerf onirique bourgeonnant;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1809;Cerf onirique solegrâce;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1810;Cerf onirique ravivé;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1811;Cerf onirique lunaire;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1812;Pyroseigneur runique;à définir;à définir;à définir;;no_candidate;;0;;;;
1813;Réacteurs de saut de Mimiron;Secret;dragonflight;10.1.7;;no_candidate;;0;;;;
1814;Sabre de rêve du soir ombragé;Haut-fait;dragonflight;10.2;;no_candidate;;0;;;;
1815;Sabre de rêve de la nuit hiémale;Butin;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1816;Sabre de rêve du soleil couchant;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1817;Sabre de rêve de l’éclosion matinale;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1818;Anu’relos, Guide de la Flamme;Butin;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:15105;Azeroth > Îles aux Dragons > Amirdrassil;wowhead-zone:15105;Azeroth > Îles aux Dragons > Amirdrassil
1819;Bête lunaire vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
1820;Bête lunaire vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
1822;Drake du gladiateur draconique;PvP coté;dragonflight;10.2.6;;no_candidate;;0;;;;
1824;Bakar hérissé à fourrure brune;Comptoir;warWithin;11.1.5;;no_candidate;;0;;;;
1825;Taïvan;à définir;à définir;à définir;;no_candidate;;0;;;;
1830;Drake fantasque épanoui;à définir;à définir;à définir;;no_candidate;;0;;;;
1831;Glissedrake du gladiateur verdoyant;PvP coté;dragonflight;10.2;;no_candidate;;0;;;;
1833;Serre de rêve printanier;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1834;Serre de rêve ocre;Quête;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1835;Serre de rêve douceneige;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1837;Délugène;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1838;Serr;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1839;Broutétoiles;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1841;Mantelume écarlate;Comptoir;dragonflight;10.2;;no_candidate;;0;;;;
1938;Mammythe;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1939;Imaginaile;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1940;Salatrance;Vendeur;dragonflight;10.2;;auto_assigned_unique_candidate;;1;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude;wowhead-zone:14529;Azeroth > Îles aux Dragons > Rêve d’émeraude
1941;Raie de mana cherche-coeur;De l'amour dans l'air;dragonflight;10.2.5;;no_candidate;;0;;;;
1942;Scarabée en cuivre orné de joyaux;à définir;à définir;à définir;;no_candidate;;0;;;;
1943;Incognitro, le gangrecycle indéchiffrable;Secret;warWithin;11.0.5;;no_candidate;;0;;;;
1944;Scarabée royal doré;à définir;à définir;à définir;;no_candidate;;0;;;;
1945;Scarabée en saphir orné de joyaux;à définir;à définir;à définir;;no_candidate;;0;;;;
1946;Scarabée en jade orné de joyaux;à définir;à définir;à définir;;no_candidate;;0;;;;
1947;Cyclobraise forgé par la haine;à définir;à définir;à définir;;no_candidate;;0;;;;
1948;Cyclomort Feu-du-Vide;à définir;à définir;à définir;;no_candidate;;0;;;;
1949;Rôdeur gilnéen;Quête;dragonflight;10.2.5;;no_candidate;;0;;;;
1953;Drake de l’Aile-du-Néant cavernicole;à définir;à définir;à définir;;no_candidate;;0;;;;
1954;Drake fantasque épanoui;à définir;à définir;à définir;;no_candidate;;0;;;;
1956;Renard amicalin;Comptoir;dragonflight;10.2.5;;no_candidate;;0;;;;
1957;Renard-du-ciel majestueux;Boutique;warWithin;11.0.5;;no_candidate;;0;;;;
1958;Rôdeur du ciel crépusculaire;Comptoir;dragonflight;10.2.5;;no_candidate;;0;;;;
1959;Rose des vents;Butin;dragonflight;10.2.5;;no_candidate;;0;;;;
2023;Tapis volant noble;Butin;dragonflight;10.2.5;;no_candidate;;0;;;;
2035;Paon azur majestueux;Comptoir;dragonflight;10.2.5;;no_candidate;;0;;;;
2036;Paon d’éclat du soleil;Comptoir;warWithin;11.0.7;;no_candidate;;0;;;;
2038;Trotte-bois argileux;Butin;dragonflight;10.2.5;;no_candidate;;0;;;;
2039;Tortue bleue de bataille sauvage;Comptoir;dragonflight;10.2.5;;no_candidate;;0;;;;
2055;Armoredon infini;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
2056;Serre de rêve vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
2057;Serre de rêve vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
2060;Discus doré;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2063;Braisebrume mogu;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2064;Ondoyeur céleste;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2065;Palefroi des vents foudrejour;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2067;Palefroi des vents sylvestre;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2068;Palefroi des vents élégant;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2069;Volvent à plumes;à définir;à définir;à définir;;no_candidate;;0;;;;
2070;Quilen gardien;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2071;Quilen marbré;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2072;Grue de monte mordorée;à définir;à définir;à définir;;no_candidate;;0;;;;
2073;Grue de monte pâle;à définir;à définir;à définir;;no_candidate;;0;;;;
2074;Grue de monte rosée;à définir;à définir;à définir;;no_candidate;;0;;;;
2075;Grue de monte argentée;à définir;à définir;à définir;;no_candidate;;0;;;;
2076;Grue de monte somptueuse;à définir;à définir;à définir;;no_candidate;;0;;;;
2077;Grue de monte tropicale;à définir;à définir;à définir;;no_candidate;;0;;;;
2078;Chèvre de monte des neiges;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2080;Petite chèvre de monte rousse;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2081;Hurleciel sanglant;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2083;Pterreurdaile de minuit;à définir;à définir;à définir;;no_candidate;;0;;;;
2084;Pterreurdactyle de jade;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2085;Mastodonte de cobalt;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2086;Mastodonte de gangrefer;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2087;Tigre de monte pandashan violet;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2088;Marche-rivière Mushan;à définir;à définir;à définir;;no_candidate;;0;;;;
2089;Mushan pâle;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2090;Polly l’Emplumée;Vendeur;dragonflight;10.2.6;;no_candidate;;0;;;;
2091;Lycodrac en voyage;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
2114;Mangeur d’âmes de Zovaal;à définir;à définir;à définir;;no_candidate;;0;;;;
2115;Envol;à définir;à définir;à définir;;no_candidate;;0;;;;
2116;Griffon doré remémoré;Vendeur;warWithin;11.0;;no_candidate;;0;;;;
2117;Coursier du vent remémoré;Vendeur;warWithin;11.0;;no_candidate;;0;;;;
2118;Pterreurdactyle d’ambre;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
2119;Mécarmure cavepierre;Quête;warWithin;11.0;;no_candidate;;0;;;;
2140;Messager charmeur;Boutique;dragonflight;10.2.7;;no_candidate;;0;;;;
2142;Phénix vénérable;Haut-fait;dragonflight;10.2.7;;no_candidate;;0;;;;
2143;Serpent d’empereur astral;Haut-fait;dragonflight;10.2.7;;auto_assigned_unique_candidate;;1;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps
2144;Dirigeable des archéologues;Quête;warWithin;11.0;;no_candidate;;0;;;;
2145;Déchiqueteur de vagues à ruades de Kezan;à définir;à définir;à définir;;no_candidate;;0;;;;
2148;Cendrabeille fumante;Réputation;warWithin;11.0;;no_candidate;;0;;;;
2150;Écorcheur-céleste vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
2152;Déchiqueteur de vagues gobelin perlescent;Comptoir;dragonflight;10.2.7;;no_candidate;;0;;;;
2158;Disperseur de foule 2-30;Métier;warWithin;11.0;;no_candidate;;0;;;;
2159;Unité de défense mécanique 1-11;Butin;warWithin;11.0;;no_candidate;;0;;;;
2161;Ancienne mite luisante;Vendeur;midnight;12.0;;auto_assigned_unique_candidate;;1;wowhead-zone:15355;Azeroth > Royaumes de l'Est > Quel'Thalas > Harandar;wowhead-zone:15355;Azeroth > Royaumes de l'Est > Quel'Thalas > Harandar
2162;Mite luisante cyan;Réputation;warWithin;11.0;;no_candidate;;0;;;;
2165;Hydromelleuse majestueuse;Vendeur;warWithin;11.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14717;Azeroth > Khaz Algar > Île de Dorn;wowhead-zone:14717;Azeroth > Khaz Algar > Île de Dorn
2167;Cendrabeille déchaînée;Haut-fait;warWithin;11.0;;no_candidate;;0;;;;
2171;Rampe-fonds de la veuve;Réputation;warWithin;11.0;;auto_assigned_unique_candidate;;1;wowhead-zone:14752;Azeroth > Khaz Algar > Azj-Kahet;wowhead-zone:14752;Azeroth > Khaz Algar > Azj-Kahet
2172;Rampe-fonds hérité;Réputation;warWithin;11.0;;no_candidate;;0;;;;
2174;Rampe-fonds de la cour royale;Réputation;warWithin;11.0;;no_candidate;;0;;;;
